Date,Campaign Name,Campaign ID,Ad Location,Account ID,Account Name,Country,Clicks,Impressions,Spend
2026-06-12,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1981,221062,757.99
2026-06-13,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2050,270507,686.17
2026-06-14,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1638,207046,648.36
2026-06-15,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2270,254000,929.54
2026-06-16,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1846,227276,663.71
2026-06-17,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2832,289366,976.17
2026-06-18,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2346,277853,948.4
2026-06-19,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1897,284538,670.01
2026-06-20,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1444,214080,561.6
2026-06-21,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1828,268295,734.74
2026-06-22,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1840,241203,651.76
2026-06-23,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1936,282735,736.37
2026-06-24,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2354,231033,944.22
2026-06-25,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2157,233701,853.6
2026-06-26,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1853,233859,643.85
2026-06-27,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2002,264419,724.33
2026-06-28,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2267,210486,939.97
2026-06-29,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2685,287041,1002.47
2026-06-30,Summer Drop Awareness,META_FOREVER21_FEED_AWARENESS_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,2715,249605,1141.04
2026-05-01,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1468,116785,1333.93
2026-05-02,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,967,106686,891.41
2026-05-03,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1303,120074,1341.63
2026-05-04,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1239,102109,1263.43
2026-05-05,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1434,126423,1515.24
2026-05-06,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1009,112268,899.39
2026-05-07,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1160,98252,1213.67
2026-05-08,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1083,123746,1084.31
2026-05-09,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,950,97743,940.12
2026-05-10,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1489,114075,1308.68
2026-05-11,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1472,120363,1418.15
2026-05-12,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1422,109184,1296.74
2026-05-13,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1067,128097,1120.0
2026-05-14,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1141,128298,1213.91
2026-05-15,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1046,109165,1018.6
2026-05-16,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1305,98298,1255.25
2026-05-17,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1250,120910,1197.09
2026-05-18,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1011,104426,963.4
2026-05-19,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,966,109892,1023.71
2026-05-20,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1399,108791,1461.21
2026-05-21,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1104,104879,1064.54
2026-05-22,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,895,98962,801.43
2026-05-23,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1454,127216,1353.98
2026-05-24,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,968,96235,893.08
2026-05-25,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1354,123201,1334.03
2026-05-26,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1133,117319,1159.42
2026-05-27,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1513,128473,1434.11
2026-05-28,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1222,96862,1068.75
2026-05-29,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1298,118724,1356.48
2026-05-30,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1315,111668,1116.95
2026-05-31,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1181,91539,1241.82
2026-06-01,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1452,116661,1350.4
2026-06-02,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1176,123564,1172.75
2026-06-03,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,999,90562,920.17
2026-06-04,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1366,114666,1333.99
2026-06-05,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1195,109334,1000.82
2026-06-06,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,931,112045,890.69
2026-06-07,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1377,101079,1156.55
2026-06-08,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1463,122401,1491.98
2026-06-09,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1115,126227,956.62
2026-06-10,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,894,96096,854.69
2026-06-11,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1190,122482,1102.53
2026-06-12,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1100,104972,1061.3
2026-06-13,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1228,129413,1218.13
2026-06-14,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1466,123775,1512.43
2026-06-15,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1054,120279,972.29
2026-06-16,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,959,112086,803.79
2026-06-17,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1066,96986,996.64
2026-06-18,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1377,121261,1420.53
2026-06-19,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1048,93976,886.3
2026-06-20,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1283,98572,1332.22
2026-06-21,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,927,109029,790.69
2026-06-22,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1673,126853,1613.58
2026-06-23,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1222,91502,1109.21
2026-06-24,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1472,128274,1483.06
2026-06-25,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1236,118423,1054.98
2026-06-26,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,925,96633,949.33
2026-06-27,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1392,105610,1269.0
2026-06-28,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1083,120122,1149.47
2026-06-29,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,1308,118876,1384.05
2026-06-30,Stories Checkout Push,META_XYZ_STORY_CONVERSION_US_NEWYORK_SUMMER,Instagram Stories,987as231,XYZ,United States,983,92326,1009.76
2026-05-01,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3454,320488,1187.63
2026-05-02,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3535,327356,972.14
2026-05-03,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3697,312255,1143.49
2026-05-04,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3737,322351,1139.52
2026-05-05,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3715,361994,1037.14
2026-05-06,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3869,354518,1260.73
2026-05-07,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2269,288841,739.12
2026-05-08,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3791,356389,1123.5
2026-05-09,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2086,291841,616.9
2026-05-10,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2714,322853,767.14
2026-05-11,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2793,301736,877.2
2026-05-12,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2383,328744,712.83
2026-05-13,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2891,290191,858.45
2026-05-14,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2774,325953,836.78
2026-05-15,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3298,289167,1121.81
2026-05-16,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3922,398528,1119.41
2026-05-17,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2533,325401,747.75
2026-05-18,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2518,339158,768.34
2026-05-19,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3113,330342,867.04
2026-05-20,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2568,309608,819.97
2026-05-21,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2830,351481,794.55
2026-05-22,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3676,316090,1093.67
2026-05-23,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3882,354711,1154.19
2026-05-24,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3517,319771,1184.34
2026-05-25,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3093,398045,917.56
2026-05-26,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3189,394746,944.5
2026-05-27,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,4653,396863,1370.23
2026-05-28,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3441,363862,1086.14
2026-05-29,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2748,308472,916.59
2026-05-30,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2505,326895,788.45
2026-05-31,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3413,351288,1104.17
2026-06-01,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,4033,346132,1238.71
2026-06-02,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3365,365504,990.91
2026-06-03,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,4005,363603,1329.65
2026-06-04,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3123,328878,999.11
2026-06-05,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3162,308423,1030.85
2026-06-06,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2806,375382,972.3
2026-06-07,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3046,337458,945.76
2026-06-08,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,4075,391456,1276.48
2026-06-09,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3317,375584,1125.87
2026-06-10,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3499,344517,976.65
2026-06-11,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3821,372919,1143.29
2026-06-12,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2626,357992,908.54
2026-06-13,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3263,361722,1072.87
2026-06-14,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3640,397003,995.85
2026-06-15,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2965,310469,923.3
2026-06-16,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3448,349855,1054.97
2026-06-17,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3525,326674,1115.98
2026-06-18,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2980,340057,818.39
2026-06-19,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2653,291596,913.57
2026-06-20,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3396,293006,962.22
2026-06-21,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2944,316975,848.43
2026-06-22,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3171,337910,968.42
2026-06-23,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3145,364083,928.21
2026-06-24,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2899,377966,974.0
2026-06-25,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3703,358111,1055.46
2026-06-26,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3307,399229,945.07
2026-06-27,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2919,298400,1004.46
2026-06-28,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2779,307179,796.25
2026-06-29,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,3278,357194,901.36
2026-06-30,Reels GRWM Summer,META_XYZ_REELS_AWARENESS_US_FLORIDA_SUMMER,Instagram Reels,987as231,XYZ,United States,2853,353966,904.0
2026-05-01,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1348,94078,1102.48
2026-05-02,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1604,106902,1263.33
2026-05-03,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1294,83949,1053.17
2026-05-04,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1168,91860,969.22
2026-05-05,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1460,110793,1327.69
2026-05-06,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1391,101421,1249.64
2026-05-07,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1412,92634,1277.56
2026-05-08,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1563,109068,1308.58
2026-05-09,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1051,102039,843.63
2026-05-10,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,991,84518,805.74
2026-05-11,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1370,104824,1181.94
2026-05-12,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1043,85223,848.62
2026-05-13,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1465,102780,1334.14
2026-05-14,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1544,115636,1355.34
2026-05-15,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1006,85309,874.87
2026-05-16,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,993,82251,770.99
2026-05-17,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1281,85176,1252.77
2026-05-18,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1273,98191,1169.9
2026-05-19,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1445,95023,1268.15
2026-05-20,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,828,83276,774.29
2026-05-21,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1045,90664,927.9
2026-05-22,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1097,86294,1021.55
2026-05-23,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1430,107381,1141.58
2026-05-24,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1247,84389,1182.5
2026-05-25,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1408,93302,1102.73
2026-05-26,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1406,105725,1382.72
2026-05-27,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1271,83973,1185.95
2026-05-28,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1476,90863,1283.21
2026-05-29,Catalog Sales Summer,META_H&M_FEED_CONVERSION_US_CALIFORNIA_SUMMER,Facebook Feed,987as231,XYZ,United States,1395,92657,1209.65
