Date,Campaign Name,Campaign ID,Placement ID,Account ID,Account Name,Country,Clicks,Impressions,Spend
2026-06-08,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,2939,45932,5385.43
2026-06-09,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,5239,52380,11037.34
2026-06-10,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4451,46600,8550.53
2026-06-11,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3640,49784,6450.28
2026-06-12,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3047,46891,5561.61
2026-06-13,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4135,51095,7224.92
2026-06-14,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3281,47436,6416.81
2026-06-15,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3205,39825,6183.61
2026-06-16,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3627,39828,6288.78
2026-06-17,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3118,47338,5752.31
2026-06-18,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3339,43017,6741.84
2026-06-19,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4394,45911,9013.66
2026-06-20,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,2939,43719,4939.99
2026-06-21,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,5172,48681,9472.94
2026-06-22,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4905,50594,9658.93
2026-06-23,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,5454,52393,9614.9
2026-06-24,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,2788,39712,4822.0
2026-06-25,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4467,50928,7912.81
2026-06-26,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4956,51446,8665.62
2026-06-27,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4762,49853,8210.77
2026-06-28,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,5605,53517,9647.85
2026-06-29,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,3065,39803,6071.37
2026-06-30,XYZ Brand Search Summer,GADS_XYZ_SEARCH_BRAND_US_CALIFORNIA_SUMMER,Search 8801,99999,XYZ,United States,4507,55917,9005.2
2026-05-01,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2806,61009,6940.06
2026-05-02,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2943,61681,7657.01
2026-05-03,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2539,74602,6801.2
2026-05-04,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3077,79325,7257.86
2026-05-05,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2891,68645,6674.02
2026-05-06,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3953,81061,8589.04
2026-05-07,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3764,83943,9746.26
2026-05-08,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3144,77373,7968.99
2026-05-09,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3124,84065,8052.18
2026-05-10,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3040,72989,7183.19
2026-05-11,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2896,77988,7537.09
2026-05-12,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2684,80572,7031.6
2026-05-13,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2696,65360,6641.73
2026-05-14,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2210,68863,5750.75
2026-05-15,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2292,63753,5894.0
2026-05-16,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3392,67861,8533.87
2026-05-17,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2099,66200,5579.32
2026-05-18,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2855,61259,6833.22
2026-05-19,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3620,78691,8992.23
2026-05-20,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3455,71762,7482.14
2026-05-21,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2981,64783,6821.64
2026-05-22,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3071,74113,7425.1
2026-05-23,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3304,70069,7607.58
2026-05-24,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2873,77258,6483.81
2026-05-25,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2209,62167,4817.53
2026-05-26,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3464,72929,7685.39
2026-05-27,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2693,64648,6811.57
2026-05-28,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3586,84353,8158.18
2026-05-29,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2193,61645,4918.97
2026-05-30,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2025,63691,4899.82
2026-05-31,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3437,66150,8354.44
2026-06-01,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2633,77117,6878.01
2026-06-02,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3575,71763,8732.51
2026-06-03,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2901,71206,6434.98
2026-06-04,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3094,60371,7385.91
2026-06-05,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3207,80349,6910.03
2026-06-06,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2458,75355,5402.53
2026-06-07,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2789,73628,7487.06
2026-06-08,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2953,62110,7268.04
2026-06-09,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2882,79536,6954.27
2026-06-10,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2885,70717,7522.51
2026-06-11,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3211,84701,7930.24
2026-06-12,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3520,74841,9355.5
2026-06-13,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2314,64425,5767.43
2026-06-14,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2218,63110,4780.32
2026-06-15,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2421,59109,5941.22
2026-06-16,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2421,66589,6099.0
2026-06-17,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3170,77261,7950.15
2026-06-18,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3987,82987,9856.0
2026-06-19,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3893,76177,9175.33
2026-06-20,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3299,73155,8693.67
2026-06-21,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2655,80466,5861.1
2026-06-22,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3164,67013,7719.73
2026-06-23,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2269,66520,5692.19
2026-06-24,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3958,77177,9500.28
2026-06-25,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2384,71839,5089.74
2026-06-26,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2687,70238,6062.44
2026-06-27,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3174,61407,8231.81
2026-06-28,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3805,73949,10226.9
2026-06-29,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,2841,76465,6066.03
2026-06-30,Summer Fashion Generic Search,GADS_XYZ_SEARCH_GENERIC_US_NEWYORK_SUMMER,Search 8802,99999,XYZ,United States,3254,78642,8093.57
2026-05-01,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2784,183965,3835.37
2026-05-02,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3007,167763,3661.21
2026-05-03,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2495,151242,3505.78
2026-05-04,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2974,180605,4201.52
2026-05-05,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3252,147801,4720.59
2026-05-06,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2865,162885,3695.57
2026-05-07,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3330,149820,4392.11
2026-05-08,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3601,160840,5045.3
2026-05-09,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2797,162453,3492.83
2026-05-10,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3087,152038,4292.88
2026-05-11,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2682,174975,3663.47
2026-05-12,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3220,184633,4553.83
2026-05-13,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3075,138194,4259.72
2026-05-14,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2163,144983,2955.68
2026-05-15,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2337,163009,3527.68
2026-05-16,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3244,183784,3977.34
2026-05-17,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3221,179131,4574.4
2026-05-18,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2561,160511,3735.09
2026-05-19,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2945,187662,4024.67
2026-05-20,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3341,153294,4519.27
2026-05-21,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3869,181849,4942.66
2026-05-22,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3045,176704,4539.17
2026-05-23,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3350,160445,4286.79
2026-05-24,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2787,148396,4212.95
2026-05-25,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2365,159403,3222.31
2026-05-26,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2790,151079,3805.76
2026-05-27,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2581,157427,3223.99
2026-05-28,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3195,171375,4037.44
2026-05-29,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2443,175871,3491.74
2026-05-30,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3574,171821,4692.98
2026-05-31,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3538,169428,5327.47
2026-06-01,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2209,159730,2983.79
2026-06-02,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3523,165194,5183.17
2026-06-03,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2854,156561,3813.07
2026-06-04,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2970,172812,4158.44
2026-06-05,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2483,140091,3729.52
2026-06-06,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2973,150701,4157.88
2026-06-07,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3816,180261,5595.88
2026-06-08,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2502,153088,3555.0
2026-06-09,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3735,174941,4480.62
2026-06-10,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2592,135141,3852.7
2026-06-11,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3814,188651,5067.31
2026-06-12,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2628,136870,3865.04
2026-06-13,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3095,156755,4582.8
2026-06-14,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2766,133849,3548.92
2026-06-15,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2262,152790,3076.54
2026-06-16,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3379,163797,4200.35
2026-06-17,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2896,135748,4021.92
2026-06-18,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3150,145071,3888.27
2026-06-19,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2490,157762,3164.11
2026-06-20,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2732,131741,4043.34
2026-06-21,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2540,170230,3381.05
2026-06-22,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2838,151104,3959.06
2026-06-23,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2451,155640,3583.06
2026-06-24,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2420,142674,3253.83
2026-06-25,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2701,144863,3711.82
2026-06-26,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3043,188379,4579.27
2026-06-27,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2700,169114,3702.67
2026-06-28,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3448,170702,4151.01
2026-06-29,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,2985,166129,4420.62
2026-06-30,PMax Summer Looks,GADS_FOREVER21_PMAX_CONVERSION_US_CALIFORNIA_SUMMER,PMax 4410,99999,XYZ,United States,3055,147684,4230.23
2026-05-01,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1003,293519,567.66
2026-05-02,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1172,329838,669.23
2026-05-03,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1184,347758,714.25
2026-05-04,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,944,326331,511.83
2026-05-05,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1138,318880,564.33
2026-05-06,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1032,287134,523.41
2026-05-07,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,877,268949,536.93
2026-05-08,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1210,313443,718.28
2026-05-09,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1052,282877,576.08
2026-05-10,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1237,344204,654.01
2026-05-11,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1052,267052,528.71
2026-05-12,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1367,362061,792.31
2026-05-13,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1435,363561,846.94
2026-05-14,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1081,295020,525.19
2026-05-15,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,982,314081,562.5
2026-05-16,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1098,329233,650.63
2026-05-17,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,924,359136,475.73
2026-05-18,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,980,256992,546.94
2026-05-19,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,981,356342,482.99
2026-05-20,Summer Video Prospecting,GADS_XYZ_VIDEO_AWARENESS_US_TEXAS_SUMMER,Video 7788,99999,XYZ,United States,1334,346142,698.87
